median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,medianhousevalue
2.4688,25,1471.0,300.0,721.0,304.0,38.0,-121.24,11.750374207389497
3.1576,47,832.0,194.0,419.0,156.0,34.11,-118.07,12.323860125621126
2.9832,22,6465.0,1397.0,2694.0,1370.0,34.18,-119.2,12.017336559562407
3.7102,34,1398.0,222.0,532.0,244.0,32.8,-117.21,12.57625939252641
4.7235,33,4211.0,918.0,2389.0,861.0,37.31,-122.0,12.397523238911765
3.067,11,3701.0,739.0,1749.0,654.0,36.83,-121.4,12.244817283839346
2.5199,16,3185.0,886.0,1550.0,802.0,38.67,-121.27,11.91170829631447
3.875,37,1155.0,225.0,814.0,241.0,34.07,-118.17,11.908346971208951
1.9625,35,2052.0,477.0,900.0,402.0,40.11,-123.75,11.527823929632197
4.3651,2,2569.0,431.0,1232.0,388.0,33.61,-117.12,11.888625282853006
3.2757,24,3663.0,828.0,2718.0,778.0,34.35,-119.08,12.133507329024972
2.6104,37,3633.0,1085.0,1838.0,980.0,37.82,-122.26,12.1709686470671
3.2056,7,5954.0,1071.0,3567.0,1070.0,34.12,-117.43,11.806348526363516
2.8798,6,1495.0,552.0,1087.0,557.0,37.33,-121.89,12.323860125621126
2.0363,31,1465.0,303.0,1013.0,297.0,36.39,-119.21,10.887455624298198
3.2917,42,1282.0,198.0,451.0,159.0,39.1,-121.83,11.49171204297103
4.9079,26,2406.0,411.0,1313.0,391.0,34.26,-119.21,12.363507925148648
1.5662,28,1563.0,403.0,1564.0,408.0,36.97,-120.07,10.778977123006351
6.0266,8,2205.0,348.0,777.0,341.0,32.83,-117.04,12.086167985820309
3.1004,26,1649.0,522.0,1332.0,483.0,34.15,-118.23,12.457224282783562
4.2599,35,4431.0,739.0,2304.0,720.0,34.41,-118.9,12.250572667806054
3.0208,34,1917.0,419.0,1181.0,426.0,32.75,-117.06,11.769124610238766
4.0791,11,10923.0,2041.0,4773.0,1858.0,33.17,-117.33,12.5471805493952
3.9792,15,412.0,128.0,310.0,137.0,33.96,-118.41,12.493883459694384
6.6265,30,1891.0,364.0,635.0,314.0,33.6,-117.86,13.122367377396328
2.212,10,2281.0,444.0,1274.0,438.0,40.67,-122.38,11.091346218718432
6.471,52,2039.0,299.0,772.0,303.0,37.58,-122.38,13.122367377396328
2.9762,19,1258.0,246.0,545.0,227.0,33.51,-117.67,12.124868013083418
4.3333,33,3100.0,687.0,1388.0,658.0,34.17,-118.45,12.473428278520132
1.7059,26,2481.0,620.0,2411.0,552.0,33.94,-117.46,11.359785940419789
2.1667,40,1266.0,348.0,1032.0,315.0,34.11,-118.19,11.918397239722838
2.9297,28,3144.0,761.0,1737.0,669.0,37.79,-122.19,11.852969885168331
3.6312,7,2125.0,508.0,1358.0,464.0,37.76,-121.43,11.902267966193309
3.9688,52,2383.0,477.0,990.0,464.0,37.79,-122.47,13.08839492693925
3.4583,43,3046.0,557.0,1333.0,544.0,37.7,-122.13,12.121064714846538
7.2354,52,2612.0,365.0,901.0,367.0,37.85,-122.24,12.876721117631158
2.45,42,946.0,272.0,1191.0,261.0,34.02,-118.17,11.790564777297387
2.8015,40,494.0,114.0,547.0,135.0,37.77,-122.22,11.650955473631058
1.7167,39,1542.0,375.0,1256.0,361.0,33.96,-118.26,11.51293546492023
3.25,52,427.0,92.0,233.0,116.0,34.02,-118.35,11.810812786275871
2.4167,31,1014.0,252.0,1064.0,247.0,34.03,-118.17,11.74006900564972
5.1995,35,1025.0,242.0,388.0,232.0,37.45,-122.17,13.122367377396328
4.1442,22,3362.0,630.0,1471.0,612.0,32.66,-117.04,12.624457269455574
3.5208,49,1785.0,386.0,1267.0,380.0,34.43,-119.68,12.434008694459976
4.8958,30,455.0,70.0,220.0,69.0,37.62,-120.87,11.86710429621008
4.2204,29,4168.0,742.0,2096.0,713.0,32.63,-117.06,12.04238244212355
3.1534,20,1138.0,221.0,459.0,209.0,38.83,-122.21,11.723194494148304
2.2339,45,1489.0,339.0,791.0,316.0,33.99,-118.31,11.559818592808288
3.8274,52,2890.0,571.0,1769.0,541.0,37.72,-122.44,12.437188334739655
6.1009,15,3310.0,488.0,1104.0,460.0,33.34,-117.19,12.658424520193709
4.3214,41,730.0,126.0,230.0,125.0,34.09,-118.39,13.122367377396328
4.3816,28,1895.0,420.0,1422.0,389.0,33.79,-118.28,12.161603382806211
3.875,27,1499.0,426.0,755.0,414.0,34.14,-118.15,12.461880850543723
4.7568,12,3236.0,502.0,1610.0,502.0,33.92,-117.16,11.874097282798648
8.4704,52,1704.0,226.0,671.0,243.0,37.58,-122.38,13.122367377396328
3.6771,31,894.0,203.0,883.0,190.0,33.93,-118.05,11.860062063178267
6.6437,25,4707.0,695.0,1995.0,642.0,37.28,-121.97,12.5984558913214
5.614,15,2781.0,498.0,1389.0,475.0,37.35,-121.8,12.316275916098562
2.6477,40,1178.0,244.0,586.0,187.0,36.32,-119.7,10.680539205318292
3.6176,24,745.0,116.0,300.0,115.0,38.35,-122.0,11.973516181427836
4.1098,21,2198.0,462.0,1100.0,449.0,38.0,-122.6,12.4155269248542
3.625,17,2171.0,389.0,1042.0,375.0,37.23,-119.91,11.455306945297822
3.2239,52,2002.0,520.0,939.0,501.0,37.77,-122.44,13.099915293972703
3.8681,29,2176.0,385.0,1117.0,374.0,38.64,-122.82,12.147388951394372
4.0526,44,1769.0,332.0,828.0,309.0,37.94,-122.33,11.92371636583374
6.1043,36,4686.0,781.0,2254.0,845.0,37.46,-122.24,12.746945301848456
1.684,22,2295.0,508.0,1654.0,478.0,36.28,-119.2,11.095908894882296
1.758,17,1285.0,423.0,1208.0,409.0,32.72,-117.13,11.748795687555171
4.0625,44,2792.0,615.0,1640.0,579.0,37.74,-122.5,12.516497870633875
7.875,30,1631.0,212.0,523.0,216.0,33.89,-117.91,12.771105165022036
1.9375,22,5473.0,1234.0,2581.0,1098.0,34.07,-116.47,11.086762629082946
2.9097,31,1616.0,372.0,739.0,379.0,37.72,-122.15,12.259144108039314
3.5848,18,2024.0,462.0,1047.0,451.0,33.68,-117.99,12.138334343884129
2.2969,17,3318.0,759.0,2016.0,673.0,33.79,-117.23,11.399767965010176
1.6645,20,1469.0,303.0,1031.0,259.0,36.35,-119.42,10.778977123006351
2.225,21,1401.0,331.0,651.0,299.0,40.17,-122.23,11.07753193632009
5.1408,33,1549.0,264.0,881.0,289.0,34.27,-118.47,12.31448300568063
2.4122,12,2453.0,599.0,1251.0,529.0,33.12,-117.07,11.751950239425476
6.2742,20,3034.0,451.0,1669.0,430.0,37.32,-121.79,12.39380039582335
2.5852,38,1243.0,310.0,788.0,286.0,34.02,-118.13,12.12865690103214
2.5223,35,1789.0,357.0,933.0,357.0,36.78,-119.83,11.10045084755119
2.5197,35,1717.0,478.0,1628.0,495.0,34.2,-118.44,12.32652323122033
4.8906,21,1591.0,298.0,904.0,297.0,33.82,-117.89,12.095705171506136
3.1989,37,1053.0,266.0,939.0,267.0,37.47,-122.2,12.67857627217662
2.4805,11,3159.0,616.0,1343.0,479.0,41.75,-124.23,11.200964361058276
15.0001,34,5586.0,674.0,1871.0,636.0,33.76,-118.34,13.122367377396328
4.6641,29,3517.0,645.0,1724.0,585.0,37.54,-121.95,12.424810506025397
3.8687,11,2397.0,523.0,1566.0,514.0,32.71,-117.06,11.88587426840146
6.0723,34,2863.0,451.0,1243.0,466.0,33.96,-118.12,12.60216395655763
4.2083,33,1729.0,396.0,1073.0,344.0,33.91,-118.32,12.103491596905933
5.1439,21,3951.0,562.0,1392.0,543.0,33.43,-117.6,12.933623668263472
2.2974,32,2699.0,552.0,2086.0,551.0,34.15,-117.35,11.344518647594766
3.6333,7,2767.0,423.0,1143.0,382.0,39.11,-121.05,12.044735370544808
3.95,22,393.0,58.0,134.0,57.0,38.12,-121.23,12.090106084085123
7.0315,42,2461.0,379.0,1179.0,360.0,34.14,-118.06,12.98837702415806
15.0,19,755.0,93.0,267.0,99.0,37.25,-121.98,13.122367377396328
5.4248,15,1392.0,267.0,681.0,263.0,33.7,-117.77,12.139938184891705
1.6352,46,1885.0,385.0,871.0,347.0,39.51,-121.56,10.879951039444416
4.675,36,978.0,170.0,475.0,192.0,34.19,-118.55,12.312686874960354
3.9828,36,2028.0,349.0,820.0,352.0,32.8,-117.07,12.03706802344148
4.7723,9,3631.0,635.0,1881.0,628.0,36.32,-119.27,11.636036503798104
4.0153,25,2814.0,701.0,1139.0,658.0,34.05,-118.39,13.03898394237596
3.8056,35,1354.0,284.0,501.0,262.0,34.16,-118.4,12.860221688165131
2.2094,20,1782.0,896.0,1749.0,823.0,34.06,-118.3,11.225256725762891
4.267,35,2976.0,518.0,1424.0,538.0,37.68,-122.14,12.25629511679123
4.933,36,3002.0,484.0,1322.0,471.0,33.84,-118.14,12.34104487465108
4.0333,16,2098.0,449.0,342.0,143.0,34.13,-116.98,11.804855999911272
2.6949,15,4573.0,928.0,2513.0,832.0,33.66,-117.28,12.00518581560154
1.4817,6,1853.0,473.0,1397.0,417.0,36.77,-119.84,11.184435286790633
3.0789,8,2405.0,537.0,1594.0,517.0,33.94,-117.23,11.645715332733134
2.1793,36,1441.0,534.0,1809.0,500.0,34.11,-118.2,12.131893132355916
3.5,24,3532.0,618.0,1681.0,590.0,34.12,-117.2,11.643084929027989
6.3256,15,3456.0,545.0,1527.0,535.0,37.54,-122.49,12.81584093453868
4.7333,33,2467.0,377.0,1052.0,363.0,34.28,-119.22,12.458778882573531
3.3675,33,3481.0,708.0,1726.0,719.0,32.78,-117.02,11.971621655408228
8.058,25,4444.0,647.0,1922.0,652.0,34.1,-118.17,13.075902598110169
2.2311,52,786.0,270.0,756.0,273.0,34.1,-118.32,12.237091546357338
6.0994,25,2237.0,331.0,1121.0,365.0,34.18,-118.95,12.448630513463613
5.5,33,2545.0,467.0,1287.0,458.0,37.36,-121.99,12.550374861980682
7.5755,20,1918.0,304.0,798.0,302.0,37.1,-121.87,12.904955843641972
1.6486,26,1874.0,416.0,1834.0,432.0,36.63,-119.31,10.918736348043124
3.2705,52,3503.0,752.0,1504.0,734.0,37.85,-122.26,12.395870352803575
6.3369,4,2320.0,405.0,1408.0,477.0,33.47,-117.63,12.45293662970407
5.3177,40,2236.0,331.0,767.0,316.0,32.69,-117.17,13.122367377396328
3.2019,33,1287.0,214.0,580.0,210.0,36.34,-119.72,11.630717389475995
3.1929,27,1476.0,352.0,1156.0,358.0,36.21,-121.13,11.834291315386718
2.3214,6,3725.0,960.0,2833.0,915.0,33.36,-117.25,12.417147664184917
2.569,10,3587.0,774.0,1398.0,763.0,35.4,-118.91,11.635151947212842
2.9444,52,920.0,202.0,525.0,264.0,36.97,-122.01,12.35793929036284
1.0398,25,1678.0,367.0,971.0,307.0,38.64,-121.44,11.0365173708515
3.038,12,1153.0,265.0,446.0,195.0,33.57,-116.87,11.760574294255605
2.375,31,224.0,88.0,326.0,88.0,34.26,-119.21,10.915106645867503
3.5296,7,3433.0,626.0,1793.0,626.0,36.34,-119.27,11.3350062038375
4.2404,52,1004.0,231.0,590.0,226.0,34.05,-118.38,12.768544351446794
7.2096,35,3737.0,613.0,1305.0,583.0,33.83,-118.2,13.102774767204856
3.0393,17,3431.0,934.0,2365.0,810.0,33.96,-118.36,11.769124610238766
2.3545,33,1150.0,383.0,604.0,317.0,33.43,-117.61,12.141539457711714
4.2414,49,2176.0,441.0,1040.0,448.0,37.78,-122.49,13.122367377396328
3.2143,32,4040.0,832.0,2526.0,798.0,33.91,-118.03,11.983560145061489
2.375,32,1205.0,340.0,1799.0,370.0,33.79,-118.25,11.759793355371237
4.0536,26,1221.0,312.0,807.0,330.0,33.88,-118.3,12.443517444755098
2.075,40,2412.0,629.0,2119.0,600.0,34.01,-118.13,11.925703766372616
15.0001,32,2297.0,287.0,814.0,283.0,37.4,-122.22,13.122367377396328
2.675,25,1758.0,357.0,689.0,278.0,38.92,-120.01,11.554077005184336
2.9154,9,2782.0,884.0,1790.0,748.0,33.79,-118.3,12.222442918443496
4.5893,45,1766.0,332.0,869.0,327.0,37.78,-122.2,12.004574385508691
2.5664,52,1787.0,427.0,1107.0,410.0,34.16,-118.13,12.278397958261774
1.2446,27,2190.0,626.0,1768.0,528.0,34.02,-118.3,11.550230883578887
5.1674,20,4304.0,851.0,2059.0,835.0,37.35,-122.0,12.715900771961074
2.5478,15,1462.0,314.0,774.0,271.0,38.89,-121.94,11.426288563310504
10.0595,26,1582.0,196.0,573.0,182.0,34.19,-118.9,13.122367377396328
1.4766,36,912.0,216.0,842.0,219.0,36.76,-119.74,10.874285408908944
7.4323,16,2312.0,303.0,1158.0,295.0,37.26,-121.85,12.650120442784765
4.1411,43,2665.0,556.0,1015.0,506.0,34.06,-118.41,13.122367377396328
5.7306,15,2143.0,286.0,929.0,315.0,34.88,-120.45,12.505069216944454
3.075,52,2491.0,474.0,1098.0,468.0,37.85,-122.26,12.271396795480596
5.9845,40,1983.0,298.0,853.0,271.0,34.22,-118.18,12.39545670404338
5.5955,18,2229.0,371.0,1283.0,379.0,34.28,-118.72,12.290877840689353
6.6842,25,1837.0,278.0,1006.0,271.0,37.41,-121.85,12.48862030943648
2.401,37,1514.0,337.0,1121.0,337.0,37.97,-121.22,10.975088291957388
2.8478,31,1238.0,338.0,605.0,331.0,34.15,-118.25,12.337543792304956
6.4001,16,1956.0,312.0,671.0,319.0,34.14,-118.83,12.681688621055793
2.1971,52,801.0,272.0,639.0,259.0,37.75,-122.42,12.524530013005734
1.4688,40,972.0,240.0,761.0,225.0,33.91,-118.24,11.38737357979909
4.8787,33,2918.0,494.0,1365.0,478.0,34.7,-118.16,11.757446872843532
2.9405,39,4292.0,1097.0,1758.0,987.0,37.54,-122.3,12.738173341424954
5.3359,21,18132.0,5419.0,7431.0,4930.0,33.98,-118.44,13.122367377396328
3.663,5,1692.0,398.0,814.0,328.0,37.72,-122.17,11.972253562968543
3.5938,40,584.0,126.0,316.0,139.0,36.96,-122.03,12.40287632827253
3.6719,48,1289.0,280.0,782.0,235.0,37.72,-122.43,12.467671232325932
4.0742,46,1268.0,240.0,661.0,239.0,34.17,-118.36,12.341918233338216
3.0,25,875.0,156.0,646.0,166.0,36.8,-119.71,11.195484970354173
3.6893,52,1976.0,726.0,1045.0,669.0,37.8,-122.43,13.07107218827772
2.3818,17,2806.0,600.0,990.0,410.0,37.72,-120.02,11.386239162597647
4.8554,11,6341.0,1030.0,2697.0,977.0,33.16,-117.08,12.239028583587524
2.4722,23,2547.0,504.0,1235.0,469.0,38.61,-121.28,11.545402335602985
3.7798,27,2795.0,606.0,1702.0,586.0,34.22,-118.57,12.462267920852137
8.5407,22,2711.0,352.0,1305.0,368.0,33.81,-118.07,12.896217824589243
4.2578,22,1919.0,411.0,1203.0,363.0,34.02,-117.95,11.878269721588795
5.3345,4,3273.0,495.0,1497.0,454.0,38.16,-122.14,12.078812973059884
2.2155,31,2931.0,716.0,1969.0,588.0,35.35,-119.0,11.0365173708515
2.564,32,2491.0,616.0,2660.0,595.0,34.06,-117.99,11.889997957243736
4.4934,34,2242.0,436.0,1483.0,443.0,33.89,-118.1,12.131354487250755
2.3462,42,1845.0,497.0,2191.0,492.0,34.01,-118.18,11.754309639974188
3.9054,7,8596.0,1597.0,4893.0,1520.0,35.3,-119.01,11.300981463909618
3.4509,22,3342.0,644.0,1342.0,593.0,35.12,-120.6,12.290877840689353
3.2369,17,4814.0,1091.0,3013.0,1078.0,32.95,-117.05,12.030534032473051
7.629,34,3646.0,610.0,1390.0,607.0,34.14,-118.47,13.122367377396328
2.6149,10,4597.0,1009.0,2227.0,821.0,34.86,-118.15,11.33261388681514
3.6458,44,941.0,230.0,493.0,206.0,34.0,-118.46,12.69404204451308
4.9688,36,1075.0,197.0,509.0,197.0,33.92,-118.37,12.38380451915696
5.2614,24,2824.0,441.0,1480.0,471.0,32.87,-116.94,12.085039960478053
1.787,14,2297.0,573.0,1637.0,551.0,40.15,-122.23,10.851296331126829
4.2813,52,3360.0,648.0,1232.0,621.0,37.88,-122.27,12.55989703048335
4.1528,35,1764.0,325.0,1094.0,353.0,33.94,-117.42,11.643084929027989
3.9773,36,1620.0,298.0,1258.0,309.0,33.97,-118.08,12.023957067521131
3.75,32,660.0,145.0,959.0,113.0,33.74,-117.89,11.976665770490769
4.5144,35,1942.0,332.0,1127.0,325.0,33.9,-118.0,12.237091546357338
3.7007,26,2741.0,451.0,1217.0,437.0,39.71,-121.89,11.843674210764698
5.2088,28,1481.0,256.0,688.0,221.0,37.27,-121.89,12.392141339694389
3.1217,37,2217.0,451.0,1019.0,428.0,38.4,-122.83,12.092349482427034
0.8668,52,215.0,87.0,904.0,88.0,37.8,-122.28,11.83138646878959
5.1669,44,1300.0,252.0,695.0,249.0,33.89,-118.32,12.304110918882833
2.4054,38,1696.0,301.0,985.0,278.0,37.11,-120.31,11.630717389475995
3.2404,27,2131.0,543.0,1065.0,528.0,34.23,-118.53,12.347576548072231
2.2647,25,2741.0,623.0,2272.0,624.0,34.4,-119.88,12.286273802188468
3.1667,36,2598.0,514.0,1872.0,514.0,33.89,-118.23,11.675902789388996
1.7165,30,1408.0,326.0,1184.0,324.0,36.54,-119.39,10.987003123724811
3.6447,36,1348.0,234.0,643.0,221.0,33.84,-118.16,12.259618151783464
6.1359,52,240.0,44.0,6675.0,29.0,38.69,-121.15,12.323860125621126
3.2469,33,3630.0,800.0,2257.0,796.0,34.08,-117.87,12.239995696974733
4.1667,46,38.0,8.0,66.0,14.0,33.81,-117.99,11.998439434579147
2.1859,38,483.0,113.0,389.0,108.0,33.89,-118.16,11.876185678347824
1.7568,49,1334.0,492.0,634.0,421.0,38.57,-121.49,11.4489307959183
12.542,10,3663.0,409.0,1179.0,371.0,34.21,-118.69,13.122367377396328
1.0714,27,418.0,163.0,332.0,141.0,36.19,-119.33,11.063524143191238
1.847,18,3585.0,1661.0,5229.0,1534.0,34.05,-118.29,12.429220196836384
3.3107,26,4120.0,858.0,2918.0,815.0,33.74,-116.22,11.147656555612986
3.5256,39,836.0,254.0,704.0,272.0,37.32,-121.92,12.16837597044068
2.4345,35,1878.0,454.0,991.0,409.0,32.74,-117.03,11.772987080375044
3.5109,29,3372.0,720.0,1770.0,693.0,33.2,-117.23,12.01974909141692
5.2528,25,3075.0,564.0,1633.0,543.0,37.27,-121.98,12.503956254904
4.6635,35,779.0,143.0,371.0,150.0,34.25,-118.27,12.346273621950562
5.0253,13,2589.0,413.0,1356.0,435.0,36.81,-119.68,11.5730888039415
2.5267,14,1878.0,614.0,1874.0,559.0,34.2,-118.36,12.35363452394233
7.3004,32,166.0,22.0,63.0,29.0,34.17,-119.08,11.736077016252436
3.1711,44,2388.0,619.0,1461.0,592.0,33.79,-118.14,12.280256686219182
6.3401,7,7684.0,1088.0,2812.0,1057.0,33.46,-117.63,12.866957447477306
2.4028,19,1000.0,211.0,572.0,230.0,34.1,-117.39,11.630717389475995
2.65,10,1783.0,337.0,638.0,262.0,38.5,-120.65,11.667370387218226
3.925,37,1755.0,325.0,699.0,321.0,37.35,-121.96,12.434406702831367
2.3667,11,2754.0,663.0,1328.0,604.0,36.83,-119.78,11.146214615088311
2.256,26,1700.0,423.0,909.0,386.0,36.79,-119.79,11.07443600653965
1.7656,42,1604.0,399.0,1581.0,387.0,33.96,-118.28,11.47937902264955
1.2891,18,1711.0,383.0,1474.0,415.0,34.16,-118.15,12.107913912447533
2.15,15,666.0,152.0,247.0,164.0,32.8,-117.09,11.785247676408115
5.4122,52,2036.0,348.0,775.0,332.0,34.11,-118.28,12.89295272879663
3.4107,42,1898.0,488.0,940.0,483.0,33.78,-118.14,12.360084744326953
6.131,32,2892.0,496.0,1193.0,492.0,37.25,-121.97,12.815297310017613
3.2344,36,2433.0,585.0,1565.0,563.0,34.08,-118.12,12.366919427768636
3.055,6,2073.0,388.0,826.0,375.0,38.52,-122.76,12.319852122072682
2.7303,51,2665.0,574.0,1258.0,536.0,37.83,-122.27,11.605513761992055
5.5792,35,1898.0,344.0,1123.0,347.0,34.26,-118.47,12.294088101596984
4.8015,30,1576.0,282.0,1004.0,284.0,34.27,-118.46,12.09904963758644
5.6315,34,2125.0,498.0,1052.0,468.0,33.62,-117.93,13.091081150920006
2.7218,38,2095.0,536.0,1240.0,550.0,32.64,-117.09,11.890683588496984
2.625,42,1786.0,358.0,1318.0,373.0,33.91,-118.27,11.52387529615648
2.875,2,838.0,295.0,240.0,149.0,37.59,-122.01,12.377927112974284
3.9643,27,1832.0,415.0,1480.0,414.0,34.16,-119.18,12.133507329024972
3.2813,10,1170.0,225.0,537.0,194.0,39.16,-121.0,12.002737848944353
5.1691,38,2591.0,424.0,905.0,378.0,37.91,-122.29,12.48067327781818
6.3525,18,2229.0,346.0,1088.0,352.0,33.04,-117.26,12.536458540752228
3.1458,21,4578.0,927.0,2818.0,900.0,33.12,-117.07,12.142605550210916
6.4588,35,2419.0,426.0,949.0,433.0,37.41,-122.14,12.987919568654783
4.6563,52,94.0,24.0,113.0,27.0,37.79,-122.39,12.765691290604371
3.5521,8,3329.0,753.0,1312.0,629.0,33.6,-117.71,12.34496899599742
9.8708,24,5948.0,738.0,1997.0,710.0,37.83,-122.03,13.122367377396328
2.316,35,1755.0,446.0,1453.0,428.0,33.88,-117.57,11.690242855114947
5.6958,15,4713.0,769.0,2519.0,778.0,37.23,-121.77,12.444305774364985
2.5804,34,3676.0,697.0,2653.0,682.0,33.97,-117.37,11.433893080082036
1.6829,7,2946.0,664.0,1608.0,622.0,36.31,-119.16,11.2922912626048
4.5972,39,1065.0,248.0,497.0,208.0,37.11,-122.05,11.893421422254848
3.776,52,3080.0,545.0,975.0,495.0,38.57,-121.44,12.010671928196444
3.4028,33,919.0,208.0,724.0,235.0,33.93,-117.47,11.612779849672751
9.8589,18,1974.0,260.0,808.0,278.0,33.64,-117.82,13.122367377396328
4.0114,5,2167.0,384.0,1174.0,358.0,34.1,-117.19,11.489667073393028
6.9553,35,1878.0,308.0,598.0,257.0,32.81,-117.29,13.122367377396328
2.2981,52,2259.0,417.0,766.0,385.0,37.97,-121.3,11.565527402710426
1.0,52,377.0,97.0,530.0,96.0,36.75,-119.79,10.714439990727769
4.4081,39,3670.0,775.0,1519.0,788.0,37.94,-122.54,12.983563272315347
9.1834,52,3458.0,468.0,1449.0,471.0,37.96,-122.57,13.122367377396328
4.4312,36,1496.0,271.0,743.0,265.0,33.8,-118.13,12.328294703023394
3.8323,16,2753.0,494.0,1414.0,459.0,40.6,-122.25,11.762134344805622
2.2544,24,1901.0,490.0,1334.0,476.0,32.6,-117.08,11.710964518881164
3.3008,28,1395.0,398.0,1220.0,362.0,33.86,-117.89,12.174587138384211
3.9755,16,2401.0,465.0,1757.0,500.0,34.09,-117.59,11.698583117470209
1.8984,19,1124.0,290.0,598.0,261.0,35.65,-117.81,10.902297921958713
1.3169,47,661.0,359.0,1406.0,307.0,34.05,-118.27,11.630717389475995
5.5208,33,2918.0,439.0,1085.0,427.0,38.51,-121.51,12.051177522006787
5.1237,52,2157.0,362.0,1001.0,373.0,33.88,-117.93,12.388398368982116
6.3325,19,1127.0,170.0,518.0,167.0,37.74,-121.95,12.429220196836384
4.3833,14,2774.0,451.0,1292.0,428.0,39.15,-121.68,11.654433707761807
6.1592,46,3238.0,544.0,1293.0,470.0,37.75,-122.47,12.852392858588416
1.6331,35,1372.0,360.0,850.0,328.0,38.61,-121.47,11.119897691565695
2.0329,30,2074.0,533.0,1311.0,531.0,33.74,-118.29,12.327409359385856
4.0968,30,5915.0,1750.0,2136.0,1503.0,33.74,-118.18,12.644330802262578
6.101,42,1020.0,156.0,398.0,157.0,34.16,-118.0,12.650120442784765
2.5562,42,1756.0,465.0,2184.0,422.0,37.87,-122.25,12.825037620411926
4.3523,5,906.0,144.0,376.0,141.0,39.25,-121.2,12.14526581961558
4.4004,24,7521.0,1364.0,3970.0,1318.0,37.24,-121.9,12.452155077423384
3.0404,32,1491.0,355.0,756.0,296.0,34.17,-118.62,12.47915237076039
2.7022,37,2344.0,631.0,2195.0,610.0,34.02,-118.15,11.930984271840668
1.6146,39,1173.0,269.0,702.0,232.0,36.07,-119.02,10.879951039444416
4.9375,15,4846.0,825.0,2797.0,823.0,32.94,-117.13,12.102937429832547
3.5465,35,3008.0,674.0,1584.0,671.0,33.84,-118.13,12.269990661694344
3.0185,17,921.0,189.0,434.0,219.0,34.61,-120.16,13.122367377396328
3.0,38,2122.0,394.0,843.0,410.0,35.38,-119.03,11.42737846979544
2.1571,13,2300.0,513.0,1151.0,488.0,41.32,-122.3,11.308370569092329
1.933,30,1718.0,395.0,914.0,400.0,37.66,-120.99,11.580593459194764
6.6772,13,5341.0,773.0,2288.0,724.0,34.68,-118.17,12.131354487250755
7.4882,35,2865.0,460.0,1072.0,443.0,37.84,-122.2,12.673889510548891
1.5417,18,414.0,86.0,98.0,54.0,32.69,-115.9,10.959557617938565
3.0107,52,3351.0,719.0,2101.0,706.0,37.72,-122.43,12.396697137361691
2.0643,33,3372.0,741.0,2352.0,704.0,35.37,-118.94,10.961295207644392
4.7515,18,6565.0,1357.0,3079.0,1248.0,33.71,-118.01,12.596765851000391
5.5696,17,1149.0,182.0,702.0,192.0,33.15,-117.14,12.034103319015012
2.8095,30,2636.0,652.0,3412.0,649.0,33.82,-118.08,11.680987503016128
5.7104,5,4980.0,774.0,2399.0,763.0,37.95,-121.74,12.135118924261802
1.7567,8,5445.0,1360.0,3220.0,1214.0,34.59,-117.42,11.149096419938578
3.3679,52,2339.0,548.0,1090.0,507.0,37.77,-122.45,12.765691290604371
3.0865,52,492.0,139.0,316.0,168.0,37.76,-122.41,12.323860125621126
4.7216,20,3349.0,685.0,1822.0,675.0,33.94,-117.89,12.33270970174018
4.5833,28,4071.0,713.0,2033.0,647.0,37.96,-122.0,12.158462035413253
3.1875,30,2019.0,551.0,2481.0,484.0,34.06,-118.04,11.946012225174645
3.6196,17,1481.0,315.0,1002.0,300.0,32.92,-117.13,12.003962581340351
4.3919,46,1504.0,270.0,814.0,306.0,33.97,-118.32,11.964644189595829
3.4286,44,2705.0,649.0,1676.0,654.0,34.16,-118.33,12.420784751899776
3.108,44,2101.0,496.0,1038.0,500.0,33.78,-118.14,12.29179611018331
6.0704,16,2509.0,366.0,1043.0,339.0,38.38,-122.0,12.063362110324636
3.7904,15,2615.0,485.0,1063.0,428.0,38.79,-121.24,12.06220804876586
2.6667,44,495.0,112.0,277.0,109.0,37.68,-121.77,12.09626335986454
3.8864,27,3160.0,627.0,1628.0,612.0,32.73,-117.11,11.795099898183592
1.871,16,1326.0,375.0,884.0,375.0,37.61,-120.97,11.551193801680078
6.3517,18,917.0,121.0,388.0,131.0,33.02,-117.05,12.468825296104477
2.5365,10,3699.0,838.0,2310.0,759.0,32.86,-116.91,11.845827048676645
1.583,19,4845.0,1609.0,3751.0,1539.0,34.07,-118.45,12.765691290604371
5.2548,35,1661.0,272.0,949.0,276.0,33.85,-117.99,12.16837597044068
4.0221,16,3010.0,580.0,1649.0,538.0,33.61,-117.69,12.37243841643669
1.2434,52,249.0,78.0,396.0,85.0,37.8,-122.27,13.122367377396328
1.9049,10,1391.0,420.0,1378.0,377.0,33.85,-118.29,12.311337656627584
3.0903,42,1115.0,297.0,1412.0,325.0,33.94,-118.22,11.941462360646147
4.2276,17,4678.0,1065.0,2427.0,1020.0,33.85,-117.85,12.445487104758993
2.7639,17,1661.0,329.0,948.0,357.0,40.93,-124.11,11.40979579246376
2.5769,35,1612.0,354.0,887.0,331.0,37.95,-122.32,11.892053442342334
2.4387,34,2283.0,809.0,3032.0,832.0,33.98,-118.22,12.07254696717504
0.8012,28,856.0,189.0,435.0,162.0,37.75,-122.19,11.31204474745499
